64	1	0.0000	PROTEINS	93.2713	1.7302	72.2346	3.2775
64	1	0.0000	MUTAG	95.3296	2.3895	81.3158	8.0952
64	1	0.0000	IMDB-BINARY	72.7333	0.9483	70.1000	3.9862
128	1	0.0000	PROTEINS	92.7224	2.7750	70.7030	2.8557
128	1	0.0000	MUTAG	92.8486	1.8976	82.9532	8.5529
64	1	0.0000	Mutagenicity	91.4611	1.9164	79.1337	2.1296
64	1	0.0000	NCI1	96.7315	0.6242	79.5377	2.3323
128	1	0.0000	IMDB-BINARY	73.2111	0.4647	71.1000	4.3000
256	1	0.0000	PROTEINS	89.4681	2.3797	71.2476	2.6829
256	1	0.0000	MUTAG	98.1678	1.1052	81.4327	6.2347
128	1	0.0000	Mutagenicity	88.9837	3.8397	78.8795	2.1040
128	1	0.0000	NCI1	96.6531	0.5760	78.8808	2.1811
256	1	0.0000	IMDB-BINARY	73.2333	0.5499	70.7000	4.3829
512	1	0.0000	PROTEINS	86.0144	3.8537	73.1395	5.2067
512	1	0.0000	MUTAG	98.1096	0.8244	81.9006	8.5832
256	1	0.0000	NCI1	96.4098	0.4216	78.7105	1.0047
256	1	0.0000	Mutagenicity	89.7779	3.0335	78.5343	1.5071
512	1	0.0000	IMDB-BINARY	74.5333	0.9119	71.4000	4.5211
512	1	0.0000	NCI1	95.1852	0.9617	78.0779	1.3213
1024	1	0.0000	PROTEINS	85.3751	1.8563	72.3271	2.8657
512	1	0.0000	Mutagenicity	90.0239	2.5876	78.9725	1.1601
1024	1	0.0000	MUTAG	97.9314	0.6062	85.0877	5.7670
1024	1	0.0000	IMDB-BINARY	75.4556	0.9869	72.8000	4.2615
1024	1	0.0000	NCI1	90.3785	1.7238	77.0316	1.6329
1024	1	0.0000	Mutagenicity	87.7181	1.3077	78.3032	1.5414
64	1	0.5000	PROTEINS	92.9819	2.3329	70.0812	2.6656
64	1	0.5000	MUTAG	94.7964	2.3672	84.5614	6.0560
64	1	0.5000	IMDB-BINARY	73.4667	0.4439	71.4000	4.3863
128	1	0.5000	PROTEINS	93.1818	2.9318	69.8978	2.0678
128	1	0.5000	MUTAG	92.1977	0.8352	86.1696	5.3757
64	1	0.5000	NCI1	96.8829	0.6021	79.6837	1.6760
64	1	0.5000	Mutagenicity	91.8350	2.0322	79.9173	1.3650
128	1	0.5000	IMDB-BINARY	73.5111	0.7357	71.2000	3.4293
256	1	0.5000	PROTEINS	89.8574	2.4435	70.8896	2.5384
256	1	0.5000	MUTAG	97.5761	0.9702	85.6725	6.6175
128	1	0.5000	NCI1	96.4747	0.5434	78.6375	2.2637
128	1	0.5000	Mutagenicity	88.7020	3.5449	78.5796	1.6446
256	1	0.5000	IMDB-BINARY	72.9667	0.7098	70.2000	4.9356
512	1	0.5000	PROTEINS	86.0343	3.7318	73.4942	4.7056
256	1	0.5000	NCI1	96.3423	0.4271	78.5645	1.1742
512	1	0.5000	MUTAG	97.6373	1.1488	84.0351	6.7139
256	1	0.5000	Mutagenicity	88.7327	4.4324	78.8328	1.9691
512	1	0.5000	IMDB-BINARY	74.0000	0.9467	71.9000	4.1581
512	1	0.5000	NCI1	95.3285	0.7780	77.6399	1.2757
512	1	0.5000	Mutagenicity	89.8496	2.2794	78.7410	1.6147
1024	1	0.5000	PROTEINS	84.8658	1.5938	71.5138	3.3287
1024	1	0.5000	MUTAG	98.3453	0.7382	88.2749	6.7219
1024	1	0.5000	IMDB-BINARY	74.7333	1.0957	71.7000	4.4283
1024	1	0.5000	NCI1	90.4461	1.7357	77.0073	1.2840
1024	1	0.5000	Mutagenicity	87.6848	1.1069	78.3263	1.2363
64	4	0.0000	PROTEINS	95.4976	1.5091	69.2736	4.8669
64	4	0.0000	MUTAG	98.4041	0.8798	86.1988	5.8022
64	4	0.0000	IMDB-BINARY	73.0778	1.0670	69.4000	4.0050
64	4	0.0000	NCI1	97.7480	0.1558	80.1460	1.7246
64	4	0.0000	Mutagenicity	93.6490	3.3530	79.5708	1.4632
128	4	0.0000	PROTEINS	96.4560	0.8497	70.1737	1.6862
128	4	0.0000	MUTAG	95.9245	2.9923	87.7778	3.3231
128	4	0.0000	IMDB-BINARY	73.2556	0.8463	71.5000	4.6098
128	4	0.0000	NCI1	97.7724	0.1426	80.2676	1.8480
256	4	0.0000	PROTEINS	96.3261	0.5962	71.1567	2.4481
256	4	0.0000	MUTAG	98.5231	0.8849	87.7778	4.0722
128	4	0.0000	Mutagenicity	91.6329	5.2513	79.4088	2.3417
256	4	0.0000	IMDB-BINARY	72.8000	0.7232	71.4000	4.9234
256	4	0.0000	NCI1	97.8048	0.2480	80.4380	1.5701
512	4	0.0000	PROTEINS	95.2972	2.3093	71.1599	3.5649
512	4	0.0000	MUTAG	98.3456	0.8674	85.5556	7.3615
256	4	0.0000	Mutagenicity	94.2947	3.5257	79.4089	1.5333
512	4	0.0000	IMDB-BINARY	75.8889	1.7868	71.3000	3.4655
512	4	0.0000	NCI1	97.7453	0.1314	79.0024	0.8976
512	4	0.0000	Mutagenicity	94.3074	3.0682	78.8791	1.9242
1024	4	0.0000	PROTEINS	91.9828	5.0035	71.1583	2.7903
1024	4	0.0000	MUTAG	98.6408	0.5320	85.0877	5.2043
1024	4	0.0000	NCI1	97.3831	0.2946	79.4647	1.3599
1024	4	0.0000	IMDB-BINARY	76.0000	1.5971	71.9000	3.1765
1024	4	0.0000	Mutagenicity	93.7924	1.6116	78.9487	1.2767
64	4	0.5000	PROTEINS	95.1580	2.0801	69.2785	3.4427
64	4	0.5000	MUTAG	98.7595	1.0387	85.0877	6.6110
64	4	0.5000	IMDB-BINARY	72.9556	0.4532	70.1000	4.3000
64	4	0.5000	NCI1	97.6615	0.1707	80.3650	1.9221
128	4	0.5000	PROTEINS	96.7854	0.4118	69.8086	4.2637
128	4	0.5000	MUTAG	95.6272	3.1726	83.4795	6.6126
64	4	0.5000	Mutagenicity	94.1844	2.0645	79.1789	1.3341
128	4	0.5000	IMDB-BINARY	73.0222	0.8297	69.9000	2.9138
128	4	0.5000	NCI1	97.7399	0.1769	80.2676	1.9234
256	4	0.5000	PROTEINS	96.5057	1.1353	69.9912	2.6098
256	4	0.5000	MUTAG	98.3446	0.8292	84.5614	10.3954
128	4	0.5000	Mutagenicity	92.2245	4.1012	79.0864	1.8387
256	4	0.5000	IMDB-BINARY	72.5889	0.5283	71.2000	4.3081
256	4	0.5000	NCI1	97.7670	0.1135	79.3431	1.7894
512	4	0.5000	PROTEINS	95.2976	2.0751	70.1705	3.7150
512	4	0.5000	MUTAG	98.5221	0.8880	84.5322	6.1117
512	4	0.5000	NCI1	97.7291	0.1446	79.7567	2.3685
256	4	0.5000	Mutagenicity	93.9848	4.8201	78.0716	2.4584
512	4	0.5000	IMDB-BINARY	75.7667	1.6469	71.6000	3.9294
1024	4	0.5000	PROTEINS	91.7627	5.2864	70.4360	4.0616
1024	4	0.5000	MUTAG	98.4052	0.8344	85.1170	6.1201
1024	4	0.5000	NCI1	97.2885	0.2674	79.9270	2.2623
512	4	0.5000	Mutagenicity	94.7481	2.8644	78.5799	0.8779
1024	4	0.5000	IMDB-BINARY	77.1111	2.1796	70.3000	4.0262
1024	4	0.5000	Mutagenicity	93.0906	2.4629	78.2797	0.7421
64	8	0.0000	PROTEINS	94.7789	1.0732	70.4344	3.7949
64	8	0.0000	MUTAG	98.5813	0.8031	86.6959	6.7786
64	8	0.0000	IMDB-BINARY	72.9222	0.5044	70.1000	4.0608
64	8	0.0000	NCI1	97.7805	0.2586	80.2920	1.9220
128	8	0.0000	PROTEINS	96.0066	0.7962	70.0820	3.3051
128	8	0.0000	MUTAG	93.2022	2.2981	86.1696	6.3229
128	8	0.0000	IMDB-BINARY	72.9556	0.5169	70.2000	3.7895
128	8	0.0000	NCI1	97.7589	0.2514	80.4136	2.3721
64	8	0.0000	Mutagenicity	94.1535	2.7723	79.1560	1.7624
256	8	0.0000	PROTEINS	94.6490	1.4017	70.6218	3.1765
256	8	0.0000	MUTAG	98.5228	0.7111	85.1170	7.3536
256	8	0.0000	NCI1	97.7643	0.1830	79.9757	1.7137
256	8	0.0000	IMDB-BINARY	72.5111	0.6387	70.0000	4.1952
128	8	0.0000	Mutagenicity	92.7139	3.8905	79.7089	1.3269
512	8	0.0000	PROTEINS	93.6309	2.5700	69.2761	5.2537
512	8	0.0000	NCI1	97.7940	0.1672	80.1217	1.7815
512	8	0.0000	MUTAG	97.9913	0.7059	82.9532	6.6472
512	8	0.0000	IMDB-BINARY	73.9556	1.2204	72.8000	3.5440
256	8	0.0000	Mutagenicity	92.9447	5.2027	78.1414	2.2918
1024	8	0.0000	NCI1	97.6102	0.2197	79.5864	1.9048
1024	8	0.0000	PROTEINS	89.8080	3.1857	72.5973	3.0026
1024	8	0.0000	MUTAG	98.0494	0.9186	85.6433	3.3605
1024	8	0.0000	IMDB-BINARY	75.6333	1.7055	72.3000	2.9343
512	8	0.0000	Mutagenicity	94.8352	1.5982	79.3403	1.1353
64	8	0.5000	PROTEINS	95.0982	1.2750	69.8094	3.9801
64	8	0.5000	MUTAG	97.6940	2.3143	85.6140	6.5012
1024	8	0.0000	Mutagenicity	93.0239	1.9939	79.3181	1.6324
64	8	0.5000	NCI1	97.7670	0.1769	80.4136	2.0189
64	8	0.5000	IMDB-BINARY	72.7444	0.9429	69.8000	4.1905
128	8	0.5000	PROTEINS	96.0865	0.7546	69.1828	2.8387
128	8	0.5000	MUTAG	94.6794	2.9333	87.7193	4.9483
128	8	0.5000	IMDB-BINARY	72.8556	0.8492	69.8000	4.2143
128	8	0.5000	NCI1	97.7643	0.2066	80.6813	2.0363
256	8	0.5000	PROTEINS	93.3817	4.8809	71.8782	3.1887
256	8	0.5000	MUTAG	97.6958	1.4345	87.2515	5.3265
64	8	0.5000	Mutagenicity	94.9197	2.1274	80.3553	1.0411
256	8	0.5000	IMDB-BINARY	72.6444	0.8647	70.5000	4.0311
256	8	0.5000	NCI1	97.8264	0.1769	80.3163	1.9295
512	8	0.5000	PROTEINS	93.6508	2.1614	70.0820	3.9098
512	8	0.5000	MUTAG	98.5228	0.8460	87.2515	5.3265
512	8	0.5000	NCI1	97.7940	0.2728	79.2214	2.1930
512	8	0.5000	IMDB-BINARY	73.2778	0.6908	71.1000	3.7802
64	1	0.0000	IMDB-MULTI	51.2296	0.8395	48.3333	4.3538
128	1	0.0000	IMDB-MULTI	51.8148	1.1853	48.2000	3.6154
128	8	0.5000	Mutagenicity	91.9710	4.9523	79.2011	2.2570
256	1	0.0000	IMDB-MULTI	52.9333	1.1210	47.7333	2.2745
1024	8	0.5000	PROTEINS	90.8262	2.9783	72.8628	4.4436
1024	8	0.5000	NCI1	97.5777	0.1818	79.3674	1.7369
1024	8	0.5000	MUTAG	98.1086	0.6898	84.5614	6.4973
512	1	0.0000	IMDB-MULTI	52.3556	1.0047	49.0000	3.1163
1024	1	0.0000	IMDB-MULTI	50.5852	0.9835	47.4000	4.0161
1024	8	0.5000	IMDB-BINARY	74.8222	1.1917	71.4000	4.6303
64	1	0.5000	IMDB-MULTI	50.5481	1.1699	47.3333	3.0111
256	8	0.5000	Mutagenicity	94.6174	2.3931	79.5706	1.5608
128	1	0.5000	IMDB-MULTI	51.7407	1.1680	48.2000	3.1559
256	1	0.5000	IMDB-MULTI	52.3185	1.0755	48.2667	3.2551
512	1	0.5000	IMDB-MULTI	51.8222	1.3667	48.0667	4.0491
1024	1	0.5000	IMDB-MULTI	50.9185	1.0581	48.6000	3.1616
512	8	0.5000	Mutagenicity	95.2195	1.4619	78.6717	1.0350
64	4	0.0000	IMDB-MULTI	51.0519	1.1805	48.2667	4.0464
128	4	0.0000	IMDB-MULTI	51.5481	0.9314	48.3333	4.0249
1024	8	0.5000	Mutagenicity	92.4781	2.1559	79.0177	2.2533
256	4	0.0000	IMDB-MULTI	53.8296	1.4553	48.6000	3.1475
512	4	0.0000	IMDB-MULTI	53.2963	0.9482	47.8000	3.2938
1024	4	0.0000	IMDB-MULTI	51.2889	1.0435	48.1333	3.5628
64	4	0.5000	IMDB-MULTI	51.3111	1.1595	48.2000	3.0558
128	4	0.5000	IMDB-MULTI	52.2148	1.5052	48.0000	2.8906
256	4	0.5000	IMDB-MULTI	53.0296	1.2006	49.1333	3.3869
512	4	0.5000	IMDB-MULTI	52.9852	1.8205	46.8000	3.5125
1024	4	0.5000	IMDB-MULTI	51.0222	0.9909	49.6000	4.0683
64	8	0.0000	IMDB-MULTI	50.1481	1.3638	47.9333	2.7236
128	8	0.0000	IMDB-MULTI	51.6444	0.7034	48.4667	3.2118
256	8	0.0000	IMDB-MULTI	53.1704	1.2982	47.7333	3.3757
512	8	0.0000	IMDB-MULTI	52.7333	0.8285	48.8667	2.8914
1024	8	0.0000	IMDB-MULTI	50.9111	0.8639	48.4667	3.5409
64	8	0.5000	IMDB-MULTI	50.7704	0.9642	48.2667	2.9695
128	8	0.5000	IMDB-MULTI	50.9778	1.1860	47.3333	1.8379
256	8	0.5000	IMDB-MULTI	52.7111	0.6974	49.0667	3.4280
512	8	0.5000	IMDB-MULTI	52.3185	1.0323	48.4000	3.2277
1024	8	0.5000	IMDB-MULTI	50.6444	1.1278	48.9333	2.1124
64	1	0.0000	IMDB-MULTI	50.8963	0.7374	48.5333	3.6733
128	1	0.0000	IMDB-MULTI	51.6667	1.0044	48.7333	4.1360
256	1	0.0000	IMDB-MULTI	52.9481	0.8425	47.6000	3.1013
512	1	0.0000	IMDB-MULTI	52.3630	1.0330	47.8000	4.0337
1024	1	0.0000	IMDB-MULTI	50.7852	0.7372	48.7333	2.6068
64	1	0.5000	IMDB-MULTI	50.7926	1.1385	47.4000	4.2106
128	1	0.5000	IMDB-MULTI	51.0963	1.2613	48.6000	3.8000
256	1	0.5000	IMDB-MULTI	53.1185	0.9644	48.8667	3.1700
512	1	0.5000	IMDB-MULTI	52.0148	0.8154	47.5333	4.2169
1024	1	0.5000	IMDB-MULTI	50.8148	0.5757	49.2000	3.5125
64	4	0.0000	IMDB-MULTI	50.9037	1.0364	46.9333	2.8628
128	4	0.0000	IMDB-MULTI	51.6889	0.9497	47.3333	4.1740
256	4	0.0000	IMDB-MULTI	52.9111	0.9341	47.4667	3.3572
512	4	0.0000	IMDB-MULTI	53.2741	1.7516	48.5333	3.1805
1024	4	0.0000	IMDB-MULTI	50.7407	0.6988	48.5333	3.4871
64	4	0.5000	IMDB-MULTI	51.0444	1.1123	47.4667	3.3307
128	4	0.5000	IMDB-MULTI	51.3407	0.7912	47.8000	2.9970
256	4	0.5000	IMDB-MULTI	53.0815	1.3579	47.8000	3.0118
512	4	0.5000	IMDB-MULTI	53.0667	1.3301	48.4667	3.1840
1024	4	0.5000	IMDB-MULTI	51.6815	1.3870	48.6667	3.4769
64	8	0.0000	IMDB-MULTI	50.8000	1.4382	48.2000	4.0667
128	8	0.0000	IMDB-MULTI	51.6222	1.1677	47.7333	2.9394
256	8	0.0000	IMDB-MULTI	53.4593	0.6415	48.8667	3.4000
512	8	0.0000	IMDB-MULTI	52.2519	0.7044	49.1333	3.0558
1024	8	0.0000	IMDB-MULTI	51.2074	1.1317	48.4667	3.3206
64	8	0.5000	IMDB-MULTI	51.0963	0.7188	47.0667	2.2549
128	8	0.5000	IMDB-MULTI	51.4222	0.7494	48.1333	3.0081
256	8	0.5000	IMDB-MULTI	53.3778	0.8797	48.3333	3.2421
512	8	0.5000	IMDB-MULTI	52.7778	1.0377	49.2667	3.0616
1024	8	0.5000	IMDB-MULTI	51.2741	0.9316	48.7333	3.7411
